"Year","County","Sex","Age","Harvest_Increase","year_freq","Class","Value","Class_Specify","Sex2","N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.4,"2028","precFawn",37.5539478995249,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.4,"2028","precFawn",37.3573908730159,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.4,"2028","precFawn",37.2364539667753,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.4,"2028","precFawn",37.1843798190003,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.4,"2028","precFawn",37.1586750492634,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.4,"2028","precFawn",37.1455947724738,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.4,"2028","precFawn",37.1408284023669,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",41.2864949258392,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",37.9944889620879,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",38.3945415670985,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",37.6100003109549,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",37.3840474048336,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",37.2491768652544,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",37.1901727710355,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",37.1615809312292,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",37.1461782539034,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.5,"2028","precFawn",37.1414144601887,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",39.1530944625407,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",36.0110470701249,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",36.6174375890247,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",36.3611766651134,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",36.7849075035106,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",36.9627198051998,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",37.0533635488778,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",37.096018735363,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",37.1152789766931,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.5,"2029","precFawn",37.1261829652997,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",39.3564614308464,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",36.2422393087509,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",36.8550516864106,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",36.5783584346459,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",36.8907665931913,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",37.0140592928685,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",37.0775347912525,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",37.1081853535117,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",37.120522399774,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.4,"2029","precFawn",37.1291111286379,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",39.5619520660662,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",36.466439688716,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",37.0783105092157,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",36.7768909160015,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",36.9864485335871,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",37.0592416329306,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",37.0994312000746,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",37.1186202371467,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",37.1257673045826,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.3,"2029","precFawn",37.1314539918916,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",39.7695998074985,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",36.6844543661412,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",37.2877732991328,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",36.9578170595695,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",37.0735009076085,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",37.1010905715833,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",37.1196218376328,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",37.1279006172357,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",37.1304306866178,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.2,"2029","precFawn",37.1332113333754,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",39.9788343790158,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",36.8948760533924,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",37.4835006292783,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",37.1217236510957,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",37.1523709687365,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",37.1390080366683,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",37.1381010905583,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",37.1366051891216,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",37.1345121070318,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.1,"2029","precFawn",37.1361406055251,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",40.4058307612383,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.2940371821178,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.8365816626902,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.4064452279334,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.2874537774821,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.203530488467,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.1681691500459,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.1511218825737,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.1415109156589,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.1,"2029","precFawn",37.1390703398656,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",40.6224557199256,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.4816434932042,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.9937460134725,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.5277308056284,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.3452342212511,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.2306737038187,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.1814840196872,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.1575128237208,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.1444278646038,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.2,"2029","precFawn",37.1402423630396,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",40.8414159510718,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",37.661685294487,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",38.1391135959022,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",37.6375036952903,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",37.3973899414987,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",37.2555415754074,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",37.1930699239686,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",37.1633246785748,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",37.1473452717562,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.3,"2029","precFawn",37.1414144601887,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",41.0621118012422,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",37.8321270321838,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",38.2729979627018,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",37.7361433942249,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",37.4432912808402,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",37.2775455011735,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",37.2040832229409,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",37.1685569026203,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",37.1496795274601,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.4,"2029","precFawn",37.1425866313198,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",41.2864949258392,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",37.9944889620879,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",38.3945415670985,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",37.8234696270815,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",37.4840576103524,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",37.2966752713588,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",37.2127825409197,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",37.1726274288933,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",37.1520140765412,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.5,"2029","precFawn",37.1443450267481,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",39.1530944625407,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",36.0110470701249,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",36.6174375890247,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",36.3611766651134,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",36.3444427688132,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",36.7492032360873,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",36.950700410185,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",37.0468542917284,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",37.0914110044545,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.5,"2030","precFawn",37.1150601554739,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",39.3564614308464,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",36.2422393087509,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",36.8550516864106,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",36.5783584346459,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",36.5566932119833,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",36.8525376069821,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",37.0005269847174,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",37.0711310127471,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",37.1030500815865,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.4,"2030","precFawn",37.120328023971,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",39.5619520660662,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",36.466439688716,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",37.0783105092157,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",36.7768909160015,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",36.7495692218546,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",36.9456382765685,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",37.0447385980975,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",37.092544023979,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",37.1135314981638,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.3,"2030","precFawn",37.1255973880538,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",39.7695998074985,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",36.6844543661412,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",37.2877732991328,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",36.9578170595695,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",36.9229826416019,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",37.0294889609387,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",37.0855988814665,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",37.1116629961108,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",37.1222705367094,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.2,"2030","precFawn",37.1296968167334,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",39.9788343790158,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",36.8948760533924,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",37.4835006292783,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",37.1217236510957,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",37.0809164063822,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",37.1051084501377,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",37.1219307384888,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",37.1290609910459,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",37.1310136917473,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.1,"2030","precFawn",37.1337971508353,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",40.4058307612383,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.2940371821178,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.8365816626902,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.4064452279334,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.3533377764689,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.2347196994396,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.1832214451488,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.1580939274041,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.1450113093742,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.1,"2030","precFawn",37.1408284023669,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",40.6224557199256,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.4816434932042,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.9937460134725,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.5277308056284,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.4706531710123,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.2902965001477,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.2093023255814,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.1708828084667,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.1514304117638,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.2,"2030","precFawn",37.14375887644,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",40.8414159510718,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",37.661685294487,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",38.1391135959022,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",37.6375036952903,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",37.5775719587114,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",37.3408064767243,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",37.2342582627548,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",37.1830985915493,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",37.1566840550562,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.3,"2030","precFawn",37.1461035886753,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",41.0621118012422,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",37.8321270321838,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",38.2729979627018,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",37.7361433942249,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",37.6762655160554,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",37.3873733437256,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",37.2557587864411,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",37.1929934411346,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",37.1619391844111,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.4,"2030","precFawn",37.1490348952826,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",41.2864949258392,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",37.9944889620879,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",38.3945415670985,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",37.8234696270815,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",37.7654156546267,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",37.4287988264486,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",37.2755379282346,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",37.2023110526563,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",37.1654434298826,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",0.5,"2030","precFawn",37.1502075474676,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",39.1530944625407,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",36.0110470701249,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",36.6174375890247,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",36.3611766651134,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",36.3444427688132,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",36.3080369983499,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",36.7363269828568,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",36.943744752309,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",37.0420262840494,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.5,"2031","precFawn",37.0910809959029,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",39.3564614308464,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",36.2422393087509,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",36.8550516864106,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",36.5783584346459,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",36.5566932119833,"Fawn",NA,NA
2031,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",36.5181113631865,"Fawn",NA,NA
2032,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",36.838937670715,"Fawn",NA,NA
2033,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",36.993211683378,"Fawn",NA,NA
2034,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",37.0658307210031,"Fawn",NA,NA
2035,"Jackson","Male","Mature (3.5+)",-0.4,"2031","precFawn",37.1027742749054,"Fawn",NA,NA
2026,"Jackson","Male","Mature (3.5+)",-0.3,"2031","precFawn",39.5619520660662,"Fawn",NA,NA
2027,"Jackson","Male","Mature (3.5+)",-0.3,"2031","precFawn",36.466439688716,"Fawn",NA,NA
2028,"Jackson","Male","Mature (3.5+)",-0.3,"2031","precFawn",37.0783105092157,"Fawn",NA,NA
2029,"Jackson","Male","Mature (3.5+)",-0.3,"2031","precFawn",36.7768909160015,"Fawn",NA,NA
2030,"Jackson","Male","Mature (3.5+)",-0.3,"2031","precFawn",36.7495692218546,"Fawn",NA,NA
